gain	0	1	-107.96
gain	1	0	-105.56
gain	0	2	-105.22
gain	2	0	-105.12
gain	0	3	-107.49
gain	3	0	-105.46
gain	0	4	-101.78
gain	4	0	-102.19
gain	0	5	-108.78
gain	5	0	-110.74
gain	0	6	-98.98
gain	6	0	-99.50
gain	0	7	-116.68
gain	7	0	-117.62
gain	0	8	-104.51
gain	8	0	-105.47
gain	0	9	-101.52
gain	9	0	-101.80
gain	0	10	-108.55
gain	10	0	-108.36
gain	0	11	-112.99
gain	11	0	-111.49
gain	0	12	-106.33
gain	12	0	-105.87
gain	0	13	-106.10
gain	13	0	-105.27
gain	0	14	-100.83
gain	14	0	-99.25
gain	0	15	-124.94
gain	15	0	-124.77
gain	0	16	-100.88
gain	16	0	-100.17
gain	0	17	-98.96
gain	17	0	-101.18
gain	0	18	-114.41
gain	18	0	-113.10
gain	0	19	-102.13
gain	19	0	-101.72
gain	0	20	-110.28
gain	20	0	-109.10
gain	0	21	-95.58
gain	21	0	-93.79
gain	0	22	-108.18
gain	22	0	-107.92
gain	0	23	-112.65
gain	23	0	-112.30
gain	0	24	-102.99
gain	24	0	-102.11
gain	0	25	-110.91
gain	25	0	-112.75
gain	0	26	-108.42
gain	26	0	-107.43
gain	0	27	-109.77
gain	27	0	-109.14
gain	0	28	-115.91
gain	28	0	-114.46
gain	0	29	-113.13
gain	29	0	-114.00
gain	0	30	-108.62
gain	30	0	-108.48
gain	0	31	-95.39
gain	31	0	-95.50
gain	0	32	-117.79
gain	32	0	-116.56
gain	0	33	-112.62
gain	33	0	-114.19
gain	0	34	-108.34
gain	34	0	-106.32
gain	0	35	-106.84
gain	35	0	-107.64
gain	0	36	-113.56
gain	36	0	-113.49
gain	0	37	-107.87
gain	37	0	-107.13
gain	0	38	-102.39
gain	38	0	-102.06
gain	0	39	-105.91
gain	39	0	-104.96
gain	0	40	-103.58
gain	40	0	-102.24
gain	0	41	-82.14
gain	41	0	-81.45
gain	0	42	-110.08
gain	42	0	-107.70
gain	0	43	-101.70
gain	43	0	-101.61
gain	0	44	-112.71
gain	44	0	-111.72
gain	0	45	-117.54
gain	45	0	-115.94
gain	0	46	-117.59
gain	46	0	-117.60
gain	0	47	-109.08
gain	47	0	-107.35
gain	0	48	-90.94
gain	48	0	-89.84
gain	0	49	-98.78
gain	49	0	-98.92
gain	0	50	-108.63
gain	50	0	-110.94
gain	0	51	-121.46
gain	51	0	-118.60
gain	0	52	-113.48
gain	52	0	-112.49
gain	0	53	-119.31
gain	53	0	-119.82
gain	0	54	-117.81
gain	54	0	-116.36
gain	0	55	-123.96
gain	55	0	-125.13
gain	0	56	-115.83
gain	56	0	-114.84
gain	0	57	-116.46
gain	57	0	-115.93
gain	0	58	-128.85
gain	58	0	-127.87
gain	0	59	-110.30
gain	59	0	-111.00
gain	0	60	-111.14
gain	60	0	-111.09
gain	0	61	-117.07
gain	61	0	-117.09
gain	0	62	-112.38
gain	62	0	-113.04
gain	0	63	-116.63
gain	63	0	-117.36
gain	0	64	-115.71
gain	64	0	-117.21
gain	0	65	-110.21
gain	65	0	-109.44
gain	0	66	-118.40
gain	66	0	-119.37
gain	0	67	-113.02
gain	67	0	-113.93
gain	0	68	-118.57
gain	68	0	-120.19
gain	0	69	-111.61
gain	69	0	-109.87
gain	0	70	-115.30
gain	70	0	-116.26
gain	0	71	-110.38
gain	71	0	-109.96
gain	0	72	-109.89
gain	72	0	-109.90
gain	0	73	-113.85
gain	73	0	-112.12
gain	0	74	-116.85
gain	74	0	-115.25
gain	0	75	-122.69
gain	75	0	-122.12
gain	0	76	-118.97
gain	76	0	-119.27
gain	0	77	-115.99
gain	77	0	-115.16
gain	0	78	-110.93
gain	78	0	-109.69
gain	0	79	-114.74
gain	79	0	-115.28
gain	0	80	-105.03
gain	80	0	-104.14
gain	0	81	-121.94
gain	81	0	-122.36
gain	0	82	-124.59
gain	82	0	-124.55
gain	0	83	-111.29
gain	83	0	-111.44
gain	0	84	-107.85
gain	84	0	-108.06
gain	0	85	-110.81
gain	85	0	-111.22
gain	0	86	-114.51
gain	86	0	-112.21
gain	0	87	-116.35
gain	87	0	-117.74
gain	0	88	-123.60
gain	88	0	-123.84
gain	0	89	-122.23
gain	89	0	-122.26
gain	0	90	-118.52
gain	90	0	-117.70
gain	0	91	-116.29
gain	91	0	-114.67
gain	0	92	-125.41
gain	92	0	-124.23
gain	0	93	-114.22
gain	93	0	-113.02
gain	0	94	-113.62
gain	94	0	-112.02
gain	0	95	-108.15
gain	95	0	-109.80
gain	0	96	-105.81
gain	96	0	-106.21
gain	0	97	-122.54
gain	97	0	-121.24
gain	0	98	-108.77
gain	98	0	-108.98
gain	0	99	-113.08
gain	99	0	-112.13
gain	0	100	-88.94
gain	100	0	-89.77
gain	1	2	-85.20
gain	2	1	-87.50
gain	1	3	-111.97
gain	3	1	-112.34
gain	1	4	-118.05
gain	4	1	-120.86
gain	1	5	-108.43
gain	5	1	-112.78
gain	1	6	-117.75
gain	6	1	-120.67
gain	1	7	-82.80
gain	7	1	-86.14
gain	1	8	-119.27
gain	8	1	-122.63
gain	1	9	-83.12
gain	9	1	-85.79
gain	1	10	-111.05
gain	10	1	-113.26
gain	1	11	-112.47
gain	11	1	-113.37
gain	1	12	-118.74
gain	12	1	-120.67
gain	1	13	-87.33
gain	13	1	-88.90
gain	1	14	-96.11
gain	14	1	-96.93
gain	1	15	-113.83
gain	15	1	-116.06
gain	1	16	-114.25
gain	16	1	-115.93
gain	1	17	-100.36
gain	17	1	-104.97
gain	1	18	-108.24
gain	18	1	-109.34
gain	1	19	-113.63
gain	19	1	-115.63
gain	1	20	-125.50
gain	20	1	-126.72
gain	1	21	-114.92
gain	21	1	-115.52
gain	1	22	-109.39
