0	1	-63.01
1	0	-59.04
0	3	-87.18
3	0	-85.38
0	4	-87.21
4	0	-76.76
0	6	-87.69
6	0	-82.42
0	7	-83.01
7	0	-78.95
0	8	-88.35
8	0	-85.08
0	10	-84.95
10	0	-78.81
0	15	-74.07
15	0	-69.67
0	19	-87.53
19	0	-83.56
0	22	-87.19
22	0	-79.67
0	25	-76.87
25	0	-72.45
0	26	-76.54
26	0	-71.02
0	33	-81.08
33	0	-78.12
0	35	-86.91
35	0	-79.92
0	38	-81.84
38	0	-79.05
0	39	-83.63
39	0	-84.02
0	42	-88.85
42	0	-80.66
0	50	-84.95
50	0	-81.69
0	53	-75.38
53	0	-73.46
0	57	-88.26
57	0	-81.24
0	59	-69.44
59	0	-65.35
0	66	-82.45
66	0	-77.66
0	74	-89.37
74	0	-89.30
0	76	-54.71
76	0	-48.09
0	77	-73.66
77	0	-69.96
0	89	-85.06
89	0	-86.60
0	91	-64.20
91	0	-59.83
0	100	-60.80
100	0	-61.61
1	4	-74.37
4	1	-67.89
1	5	-86.71
5	1	-88.35
1	6	-82.47
6	1	-81.17
1	8	-86.78
8	1	-87.48
1	10	-66.80
10	1	-64.63
1	12	-87.80
12	1	-87.50
1	15	-75.48
15	1	-75.05
1	19	-68.90
19	1	-68.90
1	20	-85.52
20	1	-83.31
1	22	-73.57
22	1	-70.02
1	23	-71.30
23	1	-73.97
1	25	-74.08
25	1	-73.63
1	26	-89.24
26	1	-87.69
1	30	-87.77
30	1	-87.56
1	33	-74.39
33	1	-75.39
1	35	-78.25
35	1	-75.23
1	38	-88.74
38	1	-89.93
1	39	-80.27
39	1	-84.64
1	42	-74.66
42	1	-70.45
1	43	-80.19
43	1	-80.74
1	45	-78.84
45	1	-77.38
1	48	-83.78
48	1	-81.71
1	50	-89.05
50	1	-89.76
1	53	-74.39
53	1	-76.45
1	55	-89.39
55	1	-89.93
1	59	-72.78
59	1	-72.67
1	64	-82.81
64	1	-85.09
1	67	-76.99
67	1	-75.31
1	70	-80.65
70	1	-85.02
1	76	-59.43
76	1	-56.77
1	77	-79.44
77	1	-79.70
1	82	-87.91
82	1	-89.31
1	89	-65.53
89	1	-71.04
1	90	-74.10
90	1	-70.94
1	91	-62.19
91	1	-61.80
1	99	-88.58
99	1	-89.47
1	100	-73.46
100	1	-78.24
2	8	-79.20
8	2	-79.66
2	11	-72.09
11	2	-73.38
2	16	-88.27
16	2	-86.73
2	17	-86.25
17	2	-86.34
2	20	-76.67
20	2	-74.21
2	26	-78.01
26	2	-76.21
2	30	-89.74
30	2	-89.28
2	31	-86.25
31	2	-85.01
2	35	-89.67
35	2	-86.41
2	36	-66.52
36	2	-64.76
2	38	-86.68
38	2	-87.62
2	39	-84.10
39	2	-88.22
2	40	-85.70
40	2	-87.49
2	49	-78.46
49	2	-79.87
2	51	-80.36
51	2	-85.59
2	53	-86.53
53	2	-88.34
2	57	-83.47
57	2	-80.18
2	58	-87.88
58	2	-89.19
2	59	-82.15
59	2	-81.79
2	76	-89.50
76	2	-86.60
2	80	-79.41
80	2	-85.70
2	83	-85.82
83	2	-88.44
2	86	-64.02
86	2	-66.49
2	97	-78.53
97	2	-78.77
3	4	-85.28
4	3	-76.63
3	5	-77.68
5	3	-77.15
3	6	-65.67
6	3	-62.20
3	7	-89.76
7	3	-87.50
3	10	-76.24
10	3	-71.91
3	13	-80.05
13	3	-80.53
3	16	-89.14
16	3	-85.67
3	18	-83.26
18	3	-79.33
3	21	-85.15
21	3	-84.51
3	23	-66.50
23	3	-67.00
3	25	-84.92
25	3	-82.30
3	28	-83.74
28	3	-82.87
3	33	-86.66
33	3	-85.50
3	35	-89.97
35	3	-84.78
3	42	-89.64
42	3	-83.26
3	43	-88.91
43	3	-87.29
3	45	-76.31
45	3	-72.68
3	52	-85.85
52	3	-82.99
3	53	-86.36
53	3	-86.24
3	58	-88.74
58	3	-88.13
3	59	-82.32
59	3	-80.04
3	65	-85.69
65	3	-86.55
3	77	-85.64
77	3	-83.74
3	82	-80.21
82	3	-79.44
3	90	-87.71
90	3	-82.39
3	99	-82.72
99	3	-81.44
3	100	-81.13
100	3	-83.74
4	6	-71.36
6	4	-76.53
4	7	-83.58
7	4	-89.97
4	15	-78.34
15	4	-84.38
4	16	-80.36
16	4	-85.55
4	17	-78.53
17	4	-85.35
4	20	-82.49
20	4	-86.75
4	22	-44.60
22	4	-47.53
4	23	-75.58
23	4	-84.73
4	25	-47.93
25	4	-53.96
4	26	-85.00
26	4	-89.93
4	33	-72.94
33	4	-80.43
4	35	-56.39
35	4	-59.85
4	36	-84.54
36	4	-89.50
4	38	-73.64
38	4	-81.30
4	41	-70.46
41	4	-80.27
4	42	-70.30
42	4	-72.57
4	43	-68.80
43	4	-75.83
4	48	-74.46
48	4	-78.87
4	52	-82.26
52	4	-88.06
4	54	-82.00
54	4	-88.91
4	55	-79.25
55	4	-86.27
